citekey	venue	volume	coder	codername	sidx	words	chars	code	topic	icount	ucount
PraShaSha21	EMSE	EMSE21	B	Lutz	8	16	120	result	result	2	0
PraShaSha21	EMSE	EMSE21	B	Lutz	9	36	254	result	result	0	0
PraShaSha21	EMSE	EMSE21	B	Lutz	10	1	10	h-conclusion	conclusion	0	0
PraShaSha21	EMSE	EMSE21	B	Lutz	10	37	256	conclusion	conclusion	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	1	1	10	h-background	background	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	1	22	129	background	background	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	2	13	111	background	background	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	3	21	143	background	background	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	4	31	209	background	background	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	5	1	10	h-objective	objective	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	5	32	205	objective	objective	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	5	32	205	method	method	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	6	1	10	h-method	method	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	6	17	114	method	method	1	0
MahDreWil21	EMSE	EMSE21	B	Lutz	7	7	47	method	method	2	0
MahDreWil21	EMSE	EMSE21	B	Lutz	8	1	10	h-result	result	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	8	5	31	result	result	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	9	7	87	result	result	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	10	19	109	result	result	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	11	22	166	result	result	3	0
MahDreWil21	EMSE	EMSE21	B	Lutz	12	1	10	h-conclusion	conclusion	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	12	17	132	conclusion	conclusion	0	0
MahDreWil21	EMSE	EMSE21	B	Lutz	13	13	97	conclusion	conclusion	0	0
CheCheZha21	TSE	TSE21	A	Lutz	1	22	159	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	2	15	110	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	3	15	97	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	4	22	186	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	5	19	138	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	6	17	149	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	7	10	63	background	background	0	0
CheCheZha21	TSE	TSE21	A	Lutz	8	12	77	objective	objective	0	0
CheCheZha21	TSE	TSE21	A	Lutz	9	19	149	design	design	0	0
CheCheZha21	TSE	TSE21	A	Lutz	10	16	142	design	design	0	0
CheCheZha21	TSE	TSE21	A	Lutz	11	6	52	design	design	0	0
CheCheZha21	TSE	TSE21	A	Lutz	12	17	146	method	method	1	0
CheCheZha21	TSE	TSE21	A	Lutz	13	13	93	method	method	0	0
CheCheZha21	TSE	TSE21	A	Lutz	14	27	192	a-result	result	0	0
CheCheZha21	TSE	TSE21	A	Lutz	14	27	192	method	method	1	0
JohZimBir21	TSE	TSE21	A	Lutz	1	20	126	background	background	0	0
JohZimBir21	TSE	TSE21	A	Lutz	2	21	160	objective	objective	0	0
JohZimBir21	TSE	TSE21	A	Lutz	2	21	160	method	method	0	0
JohZimBir21	TSE	TSE21	A	Lutz	3	12	81	method	method	0	0
JohZimBir21	TSE	TSE21	A	Lutz	4	11	75	method	method	0	0
JohZimBir21	TSE	TSE21	A	Lutz	5	10	71	result	result	0	0
JohZimBir21	TSE	TSE21	A	Lutz	6	17	157	result	result	0	0
JohZimBir21	TSE	TSE21	A	Lutz	7	34	251	method	method	0	0
JohZimBir21	TSE	TSE21	A	Lutz	8	26	170	result	result	1	0
JohZimBir21	TSE	TSE21	A	Lutz	9	24	170	result	result	1	0
JohZimBir21	TSE	TSE21	A	Lutz	10	17	121	result	result	1	0
JohZimBir21	TSE	TSE21	A	Lutz	11	12	88	result	result	1	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	1	11	83	background	background	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	2	27	191	background	background	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	3	32	205	background	background	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	4	12	106	background	background	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	5	25	175	background	background	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	6	16	106	objective	objective	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	7	36	272	claim	other	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	8	7	66	claim	other	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	9	17	117	claim	other	0	0
GhaWalNek21	EMSE	EMSE21	A	Lutz	9	17	117	design	design	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	1	10	81	background	background	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	2	18	104	background	background	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	3	24	163	background	background	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	4	11	84	background	background	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	5	18	137	objective	objective	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	6	16	117	objective	objective	0	1
ScaBavVen21	TSE	TSE21	A	Lutz	7	16	89	method	method	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	7	16	89	result	result	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	8	27	185	result	result	0	1
ScaBavVen21	TSE	TSE21	A	Lutz	9	20	147	result	result	1	0
ScaBavVen21	TSE	TSE21	A	Lutz	10	24	184	objective	objective	0	0
ScaBavVen21	TSE	TSE21	A	Lutz	10	24	184	method	method	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	1	8	54	background	background	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	2	41	293	background	background	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	3	27	199	background	background	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	4	22	136	objective	objective	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	4	22	136	result	result	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	5	28	190	method	method	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	5	28	190	result	result	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	6	23	136	method	method	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	7	15	87	result	result	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	8	14	95	result	result	2	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	9	25	191	result	result	3	1
MacBeyMcI21	EMSE	EMSE21	A	Lutz	10	10	76	result	result	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	11	18	131	result	result	1	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	12	42	312	conclusion	conclusion	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	12	42	312	futurework	other	0	0
MacBeyMcI21	EMSE	EMSE21	A	Lutz	13	21	181	conclusion	conclusion	0	0
RagCodPio21	TSE	TSE21	A	Lutz	1	10	74	background	background	0	0
RagCodPio21	TSE	TSE21	A	Lutz	2	21	157	background	background	0	0
RagCodPio21	TSE	TSE21	A	Lutz	3	11	77	background	background	0	0
RagCodPio21	TSE	TSE21	A	Lutz	4	16	93	method	method	0	0
RagCodPio21	TSE	TSE21	A	Lutz	4	16	93	objective	objective	1	0
RagCodPio21	TSE	TSE21	A	Lutz	5	17	108	method	method	0	0
RagCodPio21	TSE	TSE21	A	Lutz	6	28	203	conclusion	conclusion	0	0
RagCodPio21	TSE	TSE21	A	Lutz	6	28	203	result	result	1	0
RagCodPio21	TSE	TSE21	A	Lutz	7	25	189	conclusion	conclusion	0	0
RagCodPio21	TSE	TSE21	A	Lutz	7	25	189	result	result	0	1
RagCodPio21	TSE	TSE21	A	Lutz	8	24	182	result	result	0	0
RagCodPio21	TSE	TSE21	A	Lutz	9	17	105	conclusion	conclusion	0	0
RagCodPio21	TSE	TSE21	A	Lutz	10	23	132	conclusion	conclusion	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	1	13	93	background	background	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	2	19	138	background	background	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	3	15	110	background	background	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	4	32	195	background	background	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	5	22	136	background	background	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	6	27	215	background	background	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	7	18	112	objective	objective	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	8	20	141	method	method	1	0
PimMurBra21	EMSE	EMSE21	A	Lutz	9	21	139	method	method	1	0
PimMurBra21	EMSE	EMSE21	A	Lutz	10	14	108	method	method	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	11	7	51	a-result	result	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	12	6	45	method	method	1	0
PimMurBra21	EMSE	EMSE21	A	Lutz	13	10	89	a-result	result	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	14	27	198	design	design	0	0
PimMurBra21	EMSE	EMSE21	A	Lutz	15	15	107	method	method	1	0
PanHuaCha21	TSE	TSE21	A	Lutz	1	7	58	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	2	20	118	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	3	16	104	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	4	15	118	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	5	13	100	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	6	23	133	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	7	17	119	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	8	22	141	objective	objective	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	9	21	133	background	background	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	10	22	153	design	design	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	11	24	168	design	design	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	12	34	229	design	design	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	13	40	259	design	design	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	14	8	74	method	method	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	15	16	120	result	result	1	0
PanHuaCha21	TSE	TSE21	A	Lutz	16	12	91	method	method	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	17	39	241	a-result	result	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	17	39	241	result	result	0	0
PanHuaCha21	TSE	TSE21	A	Lutz	18	11	76	a-result	result	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	1	7	47	background	background	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	2	18	124	background	background	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	3	13	123	background	background	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	4	13	105	background	background	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	5	23	148	method	method	0	1
PasQueMuk21	TSE	TSE21	A	Lutz	6	12	80	method	method	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	7	0	5	method	method	0	0
PasQueMuk21	TSE	TSE21	A	Lutz	8	17	121	result	result	2	0
PasQueMuk21	TSE	TSE21	A	Lutz	9	9	79	result	result	1	0
PasQueMuk21	TSE	TSE21	A	Lutz	10	14	141	result	result	1	0
PasQueMuk21	TSE	TSE21	A	Lutz	11	23	180	result	result	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	1	24	164	background	background	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	2	7	41	background	background	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	3	33	205	background	background	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	4	19	138	background	background	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	5	21	137	objective	objective	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	5	21	137	design	design	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	6	27	195	design	design	1	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	7	36	270	method	method	0	0
ChoDamTra21	EMSE	EMSE21	A	Lutz	7	36	270	result	result	0	0
MunMonSun21	TSE	TSE21	A	Lutz	1	6	58	background	background	0	0
MunMonSun21	TSE	TSE21	A	Lutz	2	18	107	objective	objective	0	0
MunMonSun21	TSE	TSE21	A	Lutz	3	11	91	objective	objective	0	0
MunMonSun21	TSE	TSE21	A	Lutz	3	11	91	design	design	0	0
MunMonSun21	TSE	TSE21	A	Lutz	4	7	51	a-design	design	0	0
MunMonSun21	TSE	TSE21	A	Lutz	5	6	39	method	method	0	0
MunMonSun21	TSE	TSE21	A	Lutz	6	19	108	method	method	0	0
MunMonSun21	TSE	TSE21	A	Lutz	7	31	212	result	result	2	0
MunMonSun21	TSE	TSE21	A	Lutz	8	27	169	method	method	0	0
MunMonSun21	TSE	TSE21	A	Lutz	8	27	169	result	result	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	1	27	213	background	background	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	2	12	98	background	background	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	3	31	229	background	background	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	4	19	146	background	background	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	5	15	94	a-design	design	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	6	12	88	a-result	result	0	0
DamMouSim21	EMSE	EMSE21	A	Lutz	7	31	207	method	method	0	1
DamMouSim21	EMSE	EMSE21	A	Lutz	8	24	144	result	result	1	0
