citekey	venue	volume	coder	codername	sidx	words	chars	syllables	fkscore	code	suffixes	topic	icount	ucount
WonWagTre22	IST	IST22	B	Julian	13	12	88	26	11.4	method		method	0	0
WonWagTre22	IST	IST22	B	Julian	14	24	145	39	45.0	method		method	0	0
WonWagTre22	IST	IST22	B	Julian	15	1	8	NA	NA	h-result		none	0	0
WonWagTre22	IST	IST22	B	Julian	16	45	302	86	-0.5	result		result	0	0
WonWagTre22	IST	IST22	B	Julian	17	1	11	NA	NA	h-conclusion		none	0	0
WonWagTre22	IST	IST22	B	Julian	18	26	176	48	24.3	summary		summary	0	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	1	20	135	36	34.3	background		background	0	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	2	30	222	61	4.4	background		background	0	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	3	26	175	53	8.0	objective		objective	0	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	4	15.5	104.0	30.0	11.6	a-method		method	0	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	4	15.5	104.0	30.0	11.6	result		result	0	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	5	21.5	169.0	50.0	-33.6	method	:u1	method	0	1
YuHuLi22	TOSEM	TOSEM22	B	Julian	5	21.5	169.0	50.0	-33.6	result	:i1	result	1	0
YuHuLi22	TOSEM	TOSEM22	B	Julian	6	43	289	84	-2.1	method		method	0	0
MaMocZar22	TSE	TSE22	B	Julian	1	1	11	NA	NA	h-background		none	0	0
MaMocZar22	TSE	TSE22	B	Julian	2	19	129	41	5.0	background		background	0	0
MaMocZar22	TSE	TSE22	B	Julian	3	23	166	45	18.0	background		background	0	0
MaMocZar22	TSE	TSE22	B	Julian	4	1	10	NA	NA	h-objective		none	0	0
MaMocZar22	TSE	TSE22	B	Julian	4	1	10	NA	NA	h-background		none	0	0
MaMocZar22	TSE	TSE22	B	Julian	5	23	181	58	-29.8	objective		objective	0	0
MaMocZar22	TSE	TSE22	B	Julian	6	17	111	28	50.2	a-conclusion		conclusion	0	0
MaMocZar22	TSE	TSE22	B	Julian	7	1	9	NA	NA	h-method		none	0	0
MaMocZar22	TSE	TSE22	B	Julian	8	22	156	50	-7.8	method		method	0	0
MaMocZar22	TSE	TSE22	B	Julian	9	34	230	66	8.1	method	:i1	method	1	0
MaMocZar22	TSE	TSE22	B	Julian	10	42	304	91	-19.1	method		method	0	0
MaMocZar22	TSE	TSE22	B	Julian	11	42	305	84	-5.0	method		method	0	0
MaMocZar22	TSE	TSE22	B	Julian	12	1	8	NA	NA	h-result		none	0	0
MaMocZar22	TSE	TSE22	B	Julian	13	28	182	49	30.4	result	:i1	result	1	0
MaMocZar22	TSE	TSE22	B	Julian	14	27	180	50	22.8	result		result	0	0
MaMocZar22	TSE	TSE22	B	Julian	15	12.5	84.5	25.5	8.9	method		method	0	0
MaMocZar22	TSE	TSE22	B	Julian	15	12.5	84.5	25.5	8.9	a-result		result	0	0
MaMocZar22	TSE	TSE22	B	Julian	16	2	12	NA	NA	h-fwork		none	0	0
MaMocZar22	TSE	TSE22	B	Julian	17	47	345	105	-29.9	fposs		Outlook	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	1	22	154	43	19.2	background		background	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	2	19	129	37	22.8	background		background	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	3	21	153	44	8.3	background		background	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	4	24	147	42	34.4	gap		gap	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	5	21	128	34	48.5	objective		objective	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	6	16	114	34	10.8	design		design	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	7	19	118	31	49.5	method	:i1	method	1	0
GerMarLat22	ICSE	ICSE22	B	Julian	8	19	127	34	36.2	result	:i2	result	2	0
GerMarLat22	ICSE	ICSE22	B	Julian	9	13.3	79.7	22.7	22.4	conclusion		conclusion	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	9	13.3	79.7	22.7	22.4	result		result	0	0
GerMarLat22	ICSE	ICSE22	B	Julian	9	13.3	79.7	22.7	22.4	method		method	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	1	13	104	28	11.4	background		background	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	2	19	128	36	27.3	background		background	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	3	20	135	37	30.0	background		background	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	4	14	111	35	-18.9	background		background	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	5	24.5	150.0	43.5	6.9	objective		objective	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	5	24.5	150.0	43.5	6.9	method		method	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	6	33	194	60	19.5	method	:i3	method	3	0
RahImtSto22	EMSE	EMSE22	B	Julian	7	50	352	94	-3.0	result		result	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	8	22	159	46	7.6	conclusion		conclusion	0	0
RahImtSto22	EMSE	EMSE22	B	Julian	9	27	186	54	10.2	conclusion		conclusion	0	0
WanZhaSui22	TSE	TSE22	B	Julian	1	27	208	62	-14.8	background		background	0	0
WanZhaSui22	TSE	TSE22	B	Julian	2	30	195	58	12.8	background		background	0	0
WanZhaSui22	TSE	TSE22	B	Julian	3	7	52	13	42.6	background		background	0	0
WanZhaSui22	TSE	TSE22	B	Julian	4	76	482	128	-12.8	background		background	0	0
WanZhaSui22	TSE	TSE22	B	Julian	5	13	90	27	17.9	gap		gap	0	0
WanZhaSui22	TSE	TSE22	B	Julian	6	31	239	67	-7.5	objective		objective	0	0
WanZhaSui22	TSE	TSE22	B	Julian	7	22	164	44	15.3	design		design	0	0
WanZhaSui22	TSE	TSE22	B	Julian	8	34	256	63	15.6	design		design	0	0
WanZhaSui22	TSE	TSE22	B	Julian	9	56	383	100	-1.1	design		design	0	0
WanZhaSui22	TSE	TSE22	B	Julian	10	10.0	61.0	17.5	38.5	design		design	0	0
WanZhaSui22	TSE	TSE22	B	Julian	10	10.0	61.0	17.5	38.5	method	:i1	method	1	0
WanZhaSui22	TSE	TSE22	B	Julian	11	35	221	60	26.3	result	:u3	result	0	3
ArtHarPra22	ICSE	ICSE22	B	Julian	1	30	185	54	24.1	background		background	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	2	10	59	17	52.9	background		background	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	3	12	97	26	11.4	background		background	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	4	26	160	46	30.8	gap		gap	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	5	21	149	39	28.4	objective		objective	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	6	37	202	62	27.5	design		design	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	7	29	189	55	17.0	design		design	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	8	15	110	30	22.4	method		method	0	0
ArtHarPra22	ICSE	ICSE22	B	Julian	9	34	230	64	13.1	result	:i2	result	2	0
ArtHarPra22	ICSE	ICSE22	B	Julian	10	21	128	36	40.5	result	:i1	result	1	0
FirFirRos22	IST	IST22	B	Julian	1	21	134	38	32.4	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	2	12	75	22	39.6	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	3	22	137	40	30.7	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	4	20	154	43	4.6	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	5	22	166	46	7.6	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	6	13	96	27	17.9	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	7	31	217	62	6.2	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	8	19	118	32	45.1	background		background	0	0
FirFirRos22	IST	IST22	B	Julian	9	21	153	44	8.3	objective		objective	0	0
FirFirRos22	IST	IST22	B	Julian	10	34	201	57	30.5	objective		objective	0	0
FirFirRos22	IST	IST22	B	Julian	11	16	99	26	53.1	method		method	0	0
FirFirRos22	IST	IST22	B	Julian	12	12	80	24	25.5	method		method	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	1	2	9	NA	NA	h-background		none	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	2	16	125	35	5.5	background		background	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	3	20	136	38	25.8	background		background	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	4	1	10	NA	NA	h-objective		none	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	5	19	145	43	-3.9	background		background	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	6	47	364	112	-42.5	background		background	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	7	22	128	33	57.6	background		background	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	8	28	202	59	0.2	background		background	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	9	19	122	39	13.9	objective		objective	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	10	1	7	NA	NA	h-method		none	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	11	28	172	53	18.3	method		method	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	12	12.0	79.0	25.5	2.7	method		method	0	0
LiuGaoXia22	TOSEM	TOSEM22	B	Julian	12	12.0	79.0	25.5	2.7	a-result		result	0	0
LuLiLiu22	TSE	TSE22	B	Julian	1	16	105	29	37.3	background		background	0	0
LuLiLiu22	TSE	TSE22	B	Julian	2	16	123	37	-5.0	objective		objective	0	0
LuLiLiu22	TSE	TSE22	B	Julian	3	21	157	49	-11.9	background		background	0	0
LuLiLiu22	TSE	TSE22	B	Julian	4	25	176	54	-1.3	design		design	0	0
LuLiLiu22	TSE	TSE22	B	Julian	5	19	139	41	5.0	design		design	0	0
LuLiLiu22	TSE	TSE22	B	Julian	6	19	118	35	31.7	design		design	0	0
LuLiLiu22	TSE	TSE22	B	Julian	7	16	126	36	0.2	claim		result	0	0
LuLiLiu22	TSE	TSE22	B	Julian	8	9	61	16	47.3	claim		result	0	0
LuLiLiu22	TSE	TSE22	B	Julian	9	10	76	22	10.6	method		method	0	0
LuLiLiu22	TSE	TSE22	B	Julian	10	7	59	14	30.5	method		method	0	0
LuLiLiu22	TSE	TSE22	B	Julian	11	33	209	56	29.8	result		result	0	0
LuLiLiu22	TSE	TSE22	B	Julian	12	11.5	70.5	19.0	43.7	result		result	0	0
LuLiLiu22	TSE	TSE22	B	Julian	12	11.5	70.5	19.0	43.7	method		method	0	0
WhiKri22	EMSE	EMSE22	B	Julian	1	12	98	27	4.3	background		background	0	0
WhiKri22	EMSE	EMSE22	B	Julian	2	28	171	46	39.4	background		background	0	0
WhiKri22	EMSE	EMSE22	B	Julian	3	25	175	52	5.5	background		background	0	0
WhiKri22	EMSE	EMSE22	B	Julian	4	16	115	34	10.8	gap		gap	0	0
WhiKri22	EMSE	EMSE22	B	Julian	5	16	128	36	0.2	objective		objective	0	0
WhiKri22	EMSE	EMSE22	B	Julian	6	32	197	52	36.9	design		design	0	0
WhiKri22	EMSE	EMSE22	B	Julian	7	17.0	113.0	33.0	8.1	result	:i1	result	1	0
WhiKri22	EMSE	EMSE22	B	Julian	7	17.0	113.0	33.0	8.1	design	:i2:u1	design	2	1
WhiKri22	EMSE	EMSE22	B	Julian	8	18.0	120.0	32.0	19.9	result		result	0	0
WhiKri22	EMSE	EMSE22	B	Julian	8	18.0	120.0	32.0	19.9	method		method	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	1	11	74	22	26.5	background		background	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	2	12	84	24	25.5	background		background	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	3	15	121	37	-17.1	gap		gap	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	4	15	108	29	28.1	objective		objective	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	5	26	198	57	-5.0	design		design	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	6	14	94	29	17.4	design		design	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	7	19	139	43	-3.9	result	:i2	result	2	0
FanWeiJin22	ICSE	ICSE22	B	Julian	8	9.5	71.0	23.5	-21.7	design		design	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	8	9.5	71.0	23.5	-21.7	claim		result	0	0
FanWeiJin22	ICSE	ICSE22	B	Julian	9	11.0	91.5	25.0	-7.8	result	:i2	result	2	0
FanWeiJin22	ICSE	ICSE22	B	Julian	9	11.0	91.5	25.0	-7.8	method	:i2	method	2	0
SahÖzyTos22	IST	IST22	B	Julian	1	1	8	NA	NA	h-background		none	0	0
SahÖzyTos22	IST	IST22	B	Julian	2	33	232	69	-3.6	gap		gap	0	0
SahÖzyTos22	IST	IST22	B	Julian	3	1	10	NA	NA	h-objective		none	0	0
SahÖzyTos22	IST	IST22	B	Julian	4	22	150	47	3.8	objective		objective	0	0
SahÖzyTos22	IST	IST22	B	Julian	5	26	174	48	24.3	objective		objective	0	0
SahÖzyTos22	IST	IST22	B	Julian	6	1	7	NA	NA	h-method		none	0	0
SahÖzyTos22	IST	IST22	B	Julian	7	19	128	36	27.3	design		design	0	0
SahÖzyTos22	IST	IST22	B	Julian	8	13.5	95.0	23.5	32.2	design		design	0	0
SahÖzyTos22	IST	IST22	B	Julian	8	13.5	95.0	23.5	32.2	method		method	0	0
SahÖzyTos22	IST	IST22	B	Julian	9	1	8	NA	NA	h-result		none	0	0
SahÖzyTos22	IST	IST22	B	Julian	10	16	114	37	-5.0	method		method	0	0
SahÖzyTos22	IST	IST22	B	Julian	11	27	188	53	13.4	result	:i2:u1	result	2	1
SahÖzyTos22	IST	IST22	B	Julian	12	1	11	NA	NA	h-conclusion		none	0	0
SahÖzyTos22	IST	IST22	B	Julian	13	26	190	51	14.5	conclusion		conclusion	0	0
SahÖzyTos22	IST	IST22	B	Julian	14	24	164	45	23.9	conclusion		conclusion	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	1	14	113	34	-12.8	gap		gap	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	2	11	79	24	11.1	objective		objective	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	3	17	109	30	40.3	design		design	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	4	31	220	57	19.8	design		design	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	5	28	173	48	33.4	design		design	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	6	9.5	59.5	15.0	54.0	method	:i2	method	2	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	6	9.5	59.5	15.0	54.0	a-result		result	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	7	20	104	31	55.4	result		result	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	8	34	220	58	28.0	result		result	0	0
LiuLiSwa22	ICSE	ICSE22	B	Julian	9	20	130	36	34.3	result	:i1	result	1	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	1	25	197	59	-18.2	background		background	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	2	19	121	34	36.2	background		background	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	3	15	97	27	39.3	background		background	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	4	16	108	32	21.4	background		background	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	5	25	179	57	-11.4	gap		gap	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	6	28	174	52	21.3	gap		gap	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	7	25	147	44	32.6	objective		objective	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	8	13	104	28	11.4	design		design	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	9	13.5	96.5	28.5	0.8	method		method	0	0
JaiPurSha22	TOSEM	TOSEM22	B	Julian	9	13.5	96.5	28.5	0.8	a-result		result	0	0
NadRodNag22	TSE	TSE22	B	Julian	1	1	8	NA	NA	h-background		none	0	0
NadRodNag22	TSE	TSE22	B	Julian	2	18	134	36	19.4	background		background	0	0
NadRodNag22	TSE	TSE22	B	Julian	3	37	266	76	-4.5	background		background	0	0
NadRodNag22	TSE	TSE22	B	Julian	4	1	10	NA	NA	h-objective		none	0	0
NadRodNag22	TSE	TSE22	B	Julian	5	32	223	68	-5.4	objective		objective	0	0
NadRodNag22	TSE	TSE22	B	Julian	6	15	84	25	50.6	objective		objective	0	0
NadRodNag22	TSE	TSE22	B	Julian	7	1	12	NA	NA	h-method		none	0	0
NadRodNag22	TSE	TSE22	B	Julian	8	11	72	21	34.2	method	:i1	method	1	0
NadRodNag22	TSE	TSE22	B	Julian	9	31	214	59	14.4	method		method	0	0
NadRodNag22	TSE	TSE22	B	Julian	10	1	8	NA	NA	h-result		none	0	0
NadRodNag22	TSE	TSE22	B	Julian	11	89	592	165	-40.3	result		result	0	0
NadRodNag22	TSE	TSE22	B	Julian	12	1	11	NA	NA	h-conclusion		none	0	0
NadRodNag22	TSE	TSE22	B	Julian	13	13	85	27	17.9	conclusion		conclusion	0	0
NadRodNag22	TSE	TSE22	B	Julian	14	28	199	57	6.2	summary		summary	0	0
NadRodNag22	TSE	TSE22	B	Julian	15	22	149	40	30.7	fneed		Outlook	0	0
JørHalLie22	IST	IST22	B	Julian	1	1	8	NA	NA	h-background		none	0	0
JørHalLie22	IST	IST22	B	Julian	2	26	179	51	14.5	background		background	0	0
JørHalLie22	IST	IST22	B	Julian	3	1	10	NA	NA	h-objective		none	0	0
JørHalLie22	IST	IST22	B	Julian	4	13	84	25	30.9	objective		objective	0	0
JørHalLie22	IST	IST22	B	Julian	5	1	7	NA	NA	h-method		none	0	0
JørHalLie22	IST	IST22	B	Julian	6	20	119	35	38.5	method		method	0	0
JørHalLie22	IST	IST22	B	Julian	7	1	8	NA	NA	h-result		none	0	0
JørHalLie22	IST	IST22	B	Julian	8	49	302	89	3.4	result		result	0	0
JørHalLie22	IST	IST22	B	Julian	9	12	86	24	25.5	method		method	0	0
JørHalLie22	IST	IST22	B	Julian	10	1	11	NA	NA	h-conclusion		none	0	0
JørHalLie22	IST	IST22	B	Julian	11	31	167	54	28.0	summary		summary	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	1	16	137	40	-20.9	background		background	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	2	18	130	37	14.7	background		background	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	3	32	183	55	28.9	background		background	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	4	14	103	31	5.3	background		background	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	5	22	140	42	23.0	gap		gap	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	6	18.5	128.5	34.5	11.5	objective		objective	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	6	18.5	128.5	34.5	11.5	a-design		design	0	0
HerFerGal22	EMSE	EMSE22	B	Julian	7	11	88	28	-19.7	result		result	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	1	31	229	66	-4.7	background		background	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	2	30	208	56	18.5	gap		gap	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	3	14.0	93.0	27.0	1.0	objective		objective	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	3	14.0	93.0	27.0	1.0	result		result	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	3	14.0	93.0	27.0	1.0	method		method	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	4	26	160	44	37.3	method		method	0	0
FahAhmBeh22	TSE	TSE22	B	Julian	5	34	254	72	-6.8	conclusion		conclusion	0	0
HuaWeiWan22	IST	IST22	B	Julian	1	1	11	NA	NA	h-background		none	0	0
HuaWeiWan22	IST	IST22	B	Julian	2	13	97	27	17.9	background		background	0	0
HuaWeiWan22	IST	IST22	B	Julian	3	16	114	32	21.4	background		background	0	0
HuaWeiWan22	IST	IST22	B	Julian	4	43	298	80	5.8	background		background	0	0
HuaWeiWan22	IST	IST22	B	Julian	5	1	4	NA	NA	h-objective		none	0	0
HuaWeiWan22	IST	IST22	B	Julian	6	22	156	44	15.3	result		result	0	0
HuaWeiWan22	IST	IST22	B	Julian	7	23	155	41	32.7	objective		objective	0	0
HuaWeiWan22	IST	IST22	B	Julian	8	1	7	NA	NA	h-method		none	0	0
HuaWeiWan22	IST	IST22	B	Julian	9	15	99	29	28.1	design		design	0	0
HuaWeiWan22	IST	IST22	B	Julian	10	21	129	36	40.5	design		design	0	0
HuaWeiWan22	IST	IST22	B	Julian	11	41	257	80	0.1	design		design	0	0
HuaWeiWan22	IST	IST22	B	Julian	12	13	79	24	37.5	design		design	0	0
HuaWeiWan22	IST	IST22	B	Julian	13	1	8	NA	NA	h-result		none	0	0
HuaWeiWan22	IST	IST22	B	Julian	14	11	67	20	41.9	method		method	0	0
HuaWeiWan22	IST	IST22	B	Julian	15	28	206	55	12.2	result	:u1	result	0	1
HuaWeiWan22	IST	IST22	B	Julian	16	1	12	NA	NA	h-conclusion		none	0	0
HuaWeiWan22	IST	IST22	B	Julian	17	22	182	52	-15.5	summary		summary	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	1	18	138	40	0.6	background		background	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	2	17.5	111.0	31.0	21.4	background		background	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	2	17.5	111.0	31.0	21.4	objective		objective	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	3	29	191	53	22.8	method	:u1	method	0	1
RusMasSto22	EMSE	EMSE22	B	Julian	4	13	98	31	-8.1	method		method	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	5	19	120	35	31.7	result		result	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	6	16	105	30	32.0	result		result	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	7	7	78	26	-114.5	result		result	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	8	27	164	48	29.0	result		result	0	0
RusMasSto22	EMSE	EMSE22	B	Julian	9	29	217	59	5.3	a-conclusion		conclusion	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	1	12	93	24	25.5	background		background	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	2	22	169	48	-0.1	background		background	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	3	30	186	53	26.9	background		background	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	4	38	248	73	5.7	gap		gap	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	5	28	179	50	27.3	objective		objective	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	6	26	168	47	27.5	design		design	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	7	27	165	47	32.2	design		design	0	0
LiuFenYin22	ICSE	ICSE22	B	Julian	8	24	155	46	20.3	method	:i2	method	2	0
LiuFenYin22	ICSE	ICSE22	B	Julian	9	22	179	53	-19.3	result	:i2	result	2	0
LiuFenYin22	ICSE	ICSE22	B	Julian	10	15	98	29	28.1	conclusion		conclusion	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	1	23	161	46	14.3	background		background	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	2	23	158	43	25.3	background		background	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	3	27	182	51	19.6	objective		objective	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	4	15	88	25	50.6	design		design	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	5	10.0	69.5	19.5	21.6	design		design	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	5	10.0	69.5	19.5	21.6	limitation		_other	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	6	14	105	30	11.3	claim		result	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	7	22	161	46	7.6	background		background	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	8	23	157	44	21.6	claim		result	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	9	28	165	42	51.5	result		result	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	10	42	277	74	15.1	result		result	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	11	21	156	45	4.2	conclusion		conclusion	0	0
MenDonLi22	ICSE	ICSE22	B	Julian	12	21	155	43	12.3	fposs		Outlook	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	1	26	162	46	30.8	background		background	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	2	21	127	36	40.5	objective		objective	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	3	20	129	37	30.0	objective		objective	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	4	20	123	37	30.0	objective		objective	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	5	19	119	33	40.6	method		method	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	6	23	135	45	18.0	result		result	0	0
WuYanMa22	EMSE	EMSE22	B	Julian	7	48	307	86	6.5	result		result	0	0
CanSorFor22	IST	IST22	B	Julian	1	1	8	NA	NA	h-background		none	0	0
CanSorFor22	IST	IST22	B	Julian	2	11	82	23	18.8	background		background	0	0
CanSorFor22	IST	IST22	B	Julian	3	28	178	48	33.4	background		background	0	0
CanSorFor22	IST	IST22	B	Julian	4	37	259	76	-4.5	gap		gap	0	0
CanSorFor22	IST	IST22	B	Julian	5	1	10	NA	NA	h-objective		none	0	0
CanSorFor22	IST	IST22	B	Julian	6	11	88	27	-12.0	objective		objective	0	0
CanSorFor22	IST	IST22	B	Julian	7	26	153	44	37.3	objective		objective	0	0
CanSorFor22	IST	IST22	B	Julian	8	1	7	NA	NA	h-method		none	0	0
CanSorFor22	IST	IST22	B	Julian	9	31	216	66	-4.7	method	:u1	method	0	1
CanSorFor22	IST	IST22	B	Julian	10	1	8	NA	NA	h-result		none	0	0
CanSorFor22	IST	IST22	B	Julian	11	28	187	55	12.2	result	:i1	result	1	0
CanSorFor22	IST	IST22	B	Julian	12	1	11	NA	NA	h-conclusion		none	0	0
CanSorFor22	IST	IST22	B	Julian	13	21	142	40	24.4	fposs		Outlook	0	0
CanSorFor22	IST	IST22	B	Julian	14	40	259	72	14.0	fposs		Outlook	0	0
CanSorFor22	IST	IST22	B	Julian	15	23	148	43	25.3	fposs		Outlook	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	1	9	73	24	-27.9	background		background	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	2	40	305	93	-30.5	background		background	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	3	22	150	45	11.5	method		method	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	4	21	128	37	36.5	result		result	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	5	26.5	187.5	55.0	-22.5	result		result	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	5	26.5	187.5	55.0	-22.5	method		method	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	6	35	231	67	9.4	design		design	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	7	22	145	45	11.5	design		design	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	8	6.0	49.0	15.0	-16.8	result		result	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	8	6.0	49.0	15.0	-16.8	method		method	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	9	17.5	111.0	32.0	16.6	result		result	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	9	17.5	111.0	32.0	16.6	method		method	0	0
GuoCheXin22	TOSEM	TOSEM22	B	Julian	10	14.5	98.0	28.0	14.0	method		method	0	0
